age,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y
58,married,secondary,no,407,yes,no,cellular,145,2,-1,0,unknown,no
56,divorced,tertiary,no,659,no,yes,cellular,56,1,-1,0,unknown,no
34,married,secondary,no,393,yes,no,cellular,11,9,-1,0,unknown,no
33,divorced,secondary,no,661,yes,no,cellular,411,1,173,2,other,no
26,single,secondary,no,0,no,no,cellular,165,23,-1,0,unknown,no
40,single,unknown,no,838,yes,no,unknown,619,3,-1,0,unknown,no
35,married,secondary,no,195,yes,no,cellular,203,1,-1,0,unknown,no
45,married,secondary,no,68,yes,no,unknown,254,1,-1,0,unknown,no
37,single,secondary,no,-242,yes,no,cellular,1149,6,-1,0,unknown,yes
35,divorced,tertiary,no,321,yes,no,unknown,189,1,-1,0,unknown,no
43,single,secondary,no,3403,yes,no,cellular,707,2,97,2,success,yes
28,married,secondary,no,8,yes,no,cellular,196,1,-1,0,unknown,no
32,divorced,secondary,no,739,yes,no,unknown,171,1,-1,0,unknown,no
26,single,secondary,no,622,no,no,cellular,1451,2,-1,0,unknown,yes
35,married,secondary,no,152,yes,no,unknown,563,1,-1,0,unknown,yes
35,single,secondary,no,2,no,no,cellular,239,4,-1,0,unknown,no
39,married,secondary,no,1439,yes,no,telephone,73,6,-1,0,unknown,no
42,divorced,secondary,no,1491,yes,no,cellular,203,2,334,2,failure,no
32,single,secondary,no,6402,yes,no,cellular,158,1,167,1,success,no
30,married,secondary,no,1210,no,no,cellular,100,4,-1,0,unknown,no
26,single,tertiary,no,122,no,yes,cellular,160,1,-1,0,unknown,no
30,single,secondary,no,0,yes,no,cellular,661,1,-1,0,unknown,no
32,married,tertiary,no,62,yes,no,cellular,166,1,-1,0,unknown,no
47,married,secondary,no,3333,yes,yes,cellular,114,2,-1,0,unknown,no
33,married,tertiary,no,16992,yes,no,unknown,58,1,-1,0,unknown,no
57,married,primary,no,23,yes,no,telephone,25,8,-1,0,unknown,no
35,married,secondary,no,0,yes,no,cellular,121,2,-1,0,unknown,no
53,married,tertiary,no,6072,no,yes,unknown,226,4,-1,0,unknown,no
24,single,secondary,no,366,no,yes,unknown,234,2,-1,0,unknown,no
54,divorced,tertiary,no,0,no,yes,cellular,88,1,-1,0,unknown,no
31,married,tertiary,no,1343,yes,yes,unknown,85,1,-1,0,unknown,no
41,married,secondary,no,2105,yes,no,cellular,134,1,-1,0,unknown,no
44,married,secondary,no,2319,no,no,cellular,251,3,-1,0,unknown,no
35,single,secondary,no,35,yes,no,cellular,152,1,-1,0,unknown,no
30,married,tertiary,no,877,no,no,cellular,202,1,83,5,failure,no
43,single,primary,no,30,yes,no,unknown,379,17,-1,0,unknown,no
51,married,secondary,yes,-2082,no,yes,cellular,123,6,-1,0,unknown,no
60,married,secondary,no,89,no,no,cellular,156,2,-1,0,unknown,no
43,married,secondary,no,104,no,no,unknown,332,1,-1,0,unknown,no
31,married,tertiary,no,1750,yes,no,telephone,90,3,-1,0,unknown,no
56,married,primary,no,772,yes,no,telephone,291,1,-1,0,unknown,no
42,married,secondary,no,1048,yes,no,telephone,23,2,-1,0,unknown,no
52,married,primary,no,592,no,no,cellular,122,2,-1,0,unknown,no
40,married,secondary,no,0,yes,yes,cellular,105,2,172,1,failure,no
36,married,secondary,no,3064,yes,no,telephone,1143,4,-1,0,unknown,no
40,married,primary,no,33,no,no,unknown,70,3,-1,0,unknown,no
46,married,secondary,no,0,yes,no,cellular,264,2,-1,0,unknown,no
32,single,secondary,no,1649,no,no,cellular,204,2,-1,0,unknown,no
31,single,tertiary,no,287,yes,no,cellular,182,1,-1,0,unknown,no
41,divorced,secondary,no,0,yes,no,cellular,386,2,-1,0,unknown,no
58,married,primary,no,419,no,yes,unknown,295,3,-1,0,unknown,no
36,married,secondary,no,257,yes,no,cellular,86,2,-1,0,unknown,no
52,married,secondary,no,118,no,no,cellular,16,20,-1,0,unknown,no
42,married,tertiary,no,251,no,no,cellular,413,2,-1,0,unknown,no
32,single,tertiary,no,1731,yes,yes,unknown,323,3,-1,0,unknown,no
62,married,tertiary,no,0,no,no,cellular,78,3,-1,0,unknown,no
31,single,tertiary,no,23,no,no,cellular,121,3,-1,0,unknown,no
41,single,secondary,yes,-386,no,yes,cellular,477,1,-1,0,unknown,yes
34,married,tertiary,no,5498,no,no,cellular,265,1,-1,0,unknown,no
44,single,tertiary,no,5063,no,no,cellular,418,2,-1,0,unknown,yes
42,married,primary,no,7041,yes,no,cellular,386,4,-1,0,unknown,no
37,single,secondary,no,654,no,no,unknown,594,2,-1,0,unknown,no
47,married,tertiary,no,1890,no,no,cellular,161,1,-1,0,unknown,no
32,married,secondary,no,2400,yes,yes,cellular,450,3,-1,0,unknown,no
46,married,secondary,no,519,yes,no,cellular,217,6,-1,0,unknown,no
39,single,tertiary,no,1190,no,no,cellular,136,1,-1,0,unknown,no
28,single,secondary,no,229,yes,no,unknown,322,1,-1,0,unknown,no
26,single,secondary,no,203,no,no,cellular,104,1,196,1,failure,no
52,married,secondary,no,1818,no,yes,cellular,189,2,111,4,failure,no
42,married,secondary,no,1289,no,no,cellular,250,4,415,2,failure,yes
33,divorced,tertiary,no,39,no,no,cellular,123,5,-1,0,unknown,no
73,married,primary,no,796,no,no,cellular,427,1,182,2,failure,yes
35,single,secondary,no,57,no,yes,cellular,632,2,-1,0,unknown,no
40,married,tertiary,no,1548,yes,no,cellular,101,3,-1,0,unknown,no
51,married,secondary,no,117,no,no,cellular,467,2,88,4,other,yes
37,single,secondary,no,0,yes,no,cellular,640,2,-1,0,unknown,no
39,married,tertiary,no,691,yes,yes,cellular,517,1,255,1,failure,no
28,married,secondary,no,64,yes,no,unknown,160,3,-1,0,unknown,no
49,divorced,tertiary,no,0,yes,no,cellular,177,3,-1,0,unknown,no
36,married,secondary,no,957,yes,no,unknown,206,1,-1,0,unknown,no
45,married,secondary,no,118,yes,no,unknown,208,2,-1,0,unknown,no
29,single,tertiary,no,218,yes,no,cellular,169,1,-1,0,unknown,no
35,married,secondary,no,724,yes,no,cellular,287,2,415,1,failure,yes
35,married,tertiary,no,20,yes,yes,cellular,505,3,-1,0,unknown,no
30,married,secondary,no,-28,yes,no,cellular,284,2,371,1,failure,no
46,married,primary,no,665,no,no,cellular,89,4,235,2,failure,no
25,single,tertiary,no,5,no,no,cellular,138,1,-1,0,unknown,no
36,married,tertiary,no,925,no,no,cellular,321,3,189,4,success,yes
42,married,primary,no,2519,yes,no,unknown,262,4,-1,0,unknown,no
57,married,secondary,no,3927,no,no,cellular,61,1,-1,0,unknown,no
42,divorced,tertiary,no,401,yes,no,cellular,217,9,-1,0,unknown,no
29,married,tertiary,no,581,yes,yes,cellular,192,2,-1,0,unknown,no
36,married,tertiary,no,1327,no,no,cellular,174,2,-1,0,unknown,no
31,married,secondary,no,3242,no,no,unknown,292,2,-1,0,unknown,no
59,married,primary,no,3163,yes,no,unknown,240,2,-1,0,unknown,no
50,divorced,secondary,no,32,no,no,cellular,282,2,-1,0,unknown,no
47,married,secondary,no,310,yes,yes,telephone,128,6,-1,0,unknown,no
46,married,primary,no,0,no,no,telephone,161,1,-1,0,unknown,no
26,single,primary,no,155,yes,no,cellular,291,1,244,4,failure,no
31,single,secondary,no,11386,yes,no,cellular,356,1,-1,0,unknown,no
30,married,tertiary,no,1380,yes,no,unknown,294,2,-1,0,unknown,no
47,single,unknown,no,2443,no,no,unknown,422,1,-1,0,unknown,no
23,single,tertiary,no,1129,yes,no,unknown,806,1,-1,0,unknown,yes
44,single,primary,no,4232,no,no,unknown,227,1,-1,0,unknown,no
42,married,secondary,no,5564,no,no,cellular,560,2,-1,0,unknown,no
32,single,secondary,no,-402,yes,no,cellular,135,1,-1,0,unknown,no
28,single,secondary,no,1323,yes,no,unknown,361,1,-1,0,unknown,no
57,married,primary,no,1623,yes,yes,cellular,246,1,-1,0,unknown,no
38,married,tertiary,no,1042,yes,no,cellular,419,2,-1,0,unknown,no
22,single,secondary,no,2488,no,no,cellular,449,2,38,10,other,yes
54,married,secondary,no,865,yes,no,cellular,71,1,-1,0,unknown,no
32,married,tertiary,no,-1053,yes,no,cellular,357,3,-1,0,unknown,no
32,married,tertiary,no,1667,yes,no,cellular,164,2,179,3,failure,no
59,divorced,secondary,no,975,yes,no,unknown,263,4,-1,0,unknown,no
45,married,secondary,no,2571,no,no,unknown,146,2,-1,0,unknown,no
53,married,primary,no,732,no,no,cellular,759,2,-1,0,unknown,yes
50,divorced,secondary,no,769,no,no,cellular,72,2,363,4,failure,no
34,married,secondary,no,-136,yes,yes,cellular,131,2,-1,0,unknown,no
35,divorced,secondary,no,3636,no,yes,cellular,808,2,-1,0,unknown,yes
30,married,tertiary,no,931,no,no,cellular,1183,1,-1,0,unknown,no
62,married,secondary,no,565,no,no,cellular,123,3,-1,0,unknown,no
40,married,secondary,no,271,yes,no,unknown,483,2,-1,0,unknown,no
26,single,tertiary,no,1153,no,no,cellular,238,3,-1,0,unknown,no
34,married,tertiary,no,-73,yes,no,cellular,90,1,-1,0,unknown,no
50,married,unknown,no,558,no,no,cellular,464,1,683,6,failure,yes
31,divorced,tertiary,no,137,no,no,cellular,385,9,-1,0,unknown,no
35,married,secondary,no,700,yes,no,unknown,240,2,-1,0,unknown,no
55,married,primary,no,-966,no,yes,cellular,104,1,-1,0,unknown,no
34,married,secondary,no,96,no,no,cellular,109,2,-1,0,unknown,no
58,married,primary,no,4007,no,no,cellular,598,4,-1,0,unknown,no
50,single,tertiary,no,567,yes,no,unknown,274,8,-1,0,unknown,no
31,single,secondary,no,40,no,no,cellular,123,2,-1,0,unknown,no
47,divorced,secondary,no,136,no,yes,cellular,70,1,-1,0,unknown,no
38,single,tertiary,no,917,yes,no,unknown,260,1,-1,0,unknown,no
46,single,tertiary,no,593,yes,no,cellular,190,3,-1,0,unknown,no
42,married,primary,no,505,yes,no,unknown,521,2,-1,0,unknown,no
34,married,secondary,no,2542,yes,no,cellular,228,1,-1,0,unknown,no
37,married,tertiary,no,5355,no,no,telephone,466,4,-1,0,unknown,yes
38,single,tertiary,no,807,no,no,cellular,74,2,-1,0,unknown,no
59,married,secondary,no,9976,yes,no,unknown,57,2,-1,0,unknown,no
32,married,secondary,no,0,no,no,cellular,119,3,-1,0,unknown,no
55,married,tertiary,no,540,no,no,cellular,124,2,-1,0,unknown,no
35,married,secondary,no,280,yes,yes,cellular,65,50,-1,0,unknown,no
56,divorced,tertiary,no,-59,no,yes,cellular,127,6,-1,0,unknown,no
27,married,secondary,yes,-517,yes,no,cellular,172,3,-1,0,unknown,no
42,single,secondary,no,2613,yes,no,cellular,174,6,-1,0,unknown,no
42,married,unknown,no,-7,no,no,telephone,41,6,-1,0,unknown,no
41,married,primary,no,0,yes,no,unknown,232,3,-1,0,unknown,no
53,divorced,secondary,yes,-200,no,yes,unknown,161,1,-1,0,unknown,no
67,married,primary,no,2301,no,no,cellular,124,1,-1,0,unknown,no
53,married,primary,no,104,no,yes,unknown,701,1,-1,0,unknown,yes
33,married,primary,no,191,yes,no,unknown,162,2,-1,0,unknown,no
31,single,unknown,no,694,yes,no,unknown,431,2,-1,0,unknown,no
31,married,secondary,no,212,yes,no,cellular,191,3,-1,0,unknown,no
30,married,tertiary,no,1882,yes,no,cellular,249,5,-1,0,unknown,no
48,married,unknown,no,131,yes,no,unknown,189,1,-1,0,unknown,no
30,single,secondary,no,175,no,no,cellular,167,4,-1,0,unknown,no
43,single,tertiary,yes,0,no,no,cellular,73,4,-1,0,unknown,no
38,divorced,tertiary,no,4425,yes,no,unknown,162,1,-1,0,unknown,no
46,married,secondary,no,3533,yes,no,cellular,235,2,-1,0,unknown,no
59,divorced,secondary,no,3573,no,no,cellular,44,1,-1,0,unknown,no
44,divorced,tertiary,no,476,yes,yes,unknown,127,2,-1,0,unknown,no
35,married,secondary,no,1257,yes,no,cellular,93,3,329,7,failure,no
55,married,unknown,no,23,no,no,cellular,143,1,2,3,other,no
39,single,tertiary,no,0,yes,no,cellular,81,2,-1,0,unknown,no
36,single,secondary,no,398,yes,yes,unknown,77,2,-1,0,unknown,no
33,married,secondary,no,745,yes,no,unknown,115,4,-1,0,unknown,no
48,single,tertiary,no,8106,no,no,unknown,125,1,111,3,failure,no
33,single,tertiary,no,0,no,no,cellular,53,4,-1,0,unknown,no
67,married,unknown,no,696,no,no,telephone,77,2,-1,0,unknown,no
48,divorced,secondary,no,1266,yes,no,telephone,45,1,-1,0,unknown,no
57,married,tertiary,no,2416,no,no,cellular,74,2,-1,0,unknown,no
31,married,primary,no,25,no,no,cellular,169,5,-1,0,unknown,no
30,single,tertiary,no,7513,no,no,cellular,269,2,-1,0,unknown,no
56,divorced,primary,no,29,no,no,cellular,52,2,227,1,failure,no
26,married,primary,no,5116,yes,no,cellular,246,3,-1,0,unknown,no
44,married,secondary,no,-1746,yes,no,unknown,218,1,-1,0,unknown,no
44,divorced,secondary,no,14,no,no,cellular,167,1,92,1,success,yes
31,married,tertiary,no,4148,yes,no,cellular,316,3,99,9,other,yes
47,married,unknown,no,14,yes,no,cellular,142,1,-1,0,unknown,no
30,single,secondary,no,105,yes,no,cellular,75,1,-1,0,unknown,no
37,married,tertiary,no,767,no,yes,cellular,204,1,-1,0,unknown,no
56,divorced,primary,no,0,no,yes,cellular,542,1,-1,0,unknown,no
43,single,secondary,no,-228,yes,yes,unknown,122,2,-1,0,unknown,no
42,married,secondary,no,508,yes,no,unknown,70,1,-1,0,unknown,no
60,married,secondary,no,725,yes,no,cellular,266,1,-1,0,unknown,no
34,married,unknown,no,41,yes,no,cellular,34,9,-1,0,unknown,no
34,single,tertiary,no,184,no,no,cellular,203,4,-1,0,unknown,no
41,married,tertiary,no,251,no,yes,unknown,85,3,-1,0,unknown,no
38,divorced,secondary,no,-17,no,no,cellular,11,4,-1,0,unknown,no
23,married,secondary,no,-19,yes,no,unknown,13,10,-1,0,unknown,no
33,married,tertiary,no,1064,yes,no,cellular,562,1,-1,0,unknown,yes
36,married,secondary,no,777,yes,no,cellular,185,3,-1,0,unknown,no
49,married,tertiary,no,377,no,no,cellular,158,1,59,2,failure,no
34,divorced,secondary,no,479,yes,no,cellular,515,1,350,5,failure,yes
40,divorced,secondary,no,-375,yes,no,cellular,60,5,-1,0,unknown,no
72,married,primary,no,796,no,no,cellular,173,2,-1,0,unknown,no
43,married,secondary,no,17,yes,no,unknown,353,4,-1,0,unknown,no
44,married,secondary,no,1071,yes,no,cellular,143,3,357,1,failure,no
35,married,secondary,no,0,yes,no,cellular,18,5,-1,0,unknown,no
46,divorced,secondary,no,7378,no,no,cellular,466,1,-1,0,unknown,no
55,married,secondary,no,865,yes,no,cellular,85,1,151,1,failure,no
50,divorced,secondary,no,-701,yes,yes,cellular,148,1,-1,0,unknown,no
23,single,unknown,no,817,yes,no,cellular,123,1,-1,0,unknown,no
34,married,unknown,no,1387,no,no,cellular,121,1,-1,0,unknown,no
40,married,secondary,no,0,yes,yes,unknown,245,3,-1,0,unknown,no
61,married,secondary,no,2917,no,no,cellular,215,1,-1,0,unknown,yes
53,married,secondary,no,4541,yes,no,unknown,190,6,-1,0,unknown,no
57,married,secondary,no,0,no,no,unknown,44,1,-1,0,unknown,no
28,married,secondary,no,4287,no,no,cellular,171,1,-1,0,unknown,no
25,married,secondary,no,242,yes,no,cellular,62,12,-1,0,unknown,no
38,married,secondary,no,171,yes,yes,unknown,172,1,-1,0,unknown,no
27,single,secondary,no,259,yes,no,unknown,78,10,-1,0,unknown,no
45,married,secondary,no,827,yes,no,unknown,319,5,-1,0,unknown,no
31,single,secondary,no,469,no,yes,cellular,111,1,-1,0,unknown,no
39,married,primary,no,2226,yes,no,unknown,158,1,-1,0,unknown,no
42,married,secondary,no,0,no,no,cellular,82,12,-1,0,unknown,no
46,married,tertiary,no,477,yes,no,unknown,128,6,-1,0,unknown,no
36,married,secondary,no,42,yes,no,unknown,102,4,-1,0,unknown,no
30,single,tertiary,no,775,yes,no,unknown,124,2,-1,0,unknown,no
32,married,secondary,no,9,yes,no,cellular,334,2,-1,0,unknown,no
52,married,tertiary,no,2557,no,no,cellular,134,5,204,2,success,yes
31,married,tertiary,no,2395,no,no,cellular,218,1,-1,0,unknown,no
60,married,primary,no,4895,no,no,unknown,313,1,-1,0,unknown,no
35,single,secondary,no,376,yes,yes,unknown,207,3,-1,0,unknown,no
38,married,tertiary,no,389,yes,no,unknown,262,1,-1,0,unknown,no
46,divorced,tertiary,no,134,no,no,cellular,134,2,-1,0,unknown,no
45,divorced,tertiary,no,1273,yes,yes,unknown,197,3,-1,0,unknown,no
59,married,secondary,no,0,yes,no,cellular,214,3,-1,0,unknown,no
34,married,tertiary,no,2892,yes,yes,cellular,1165,7,-1,0,unknown,no
33,divorced,secondary,no,0,yes,no,cellular,177,2,-1,0,unknown,no
46,single,secondary,no,295,yes,no,unknown,141,6,-1,0,unknown,no
48,married,secondary,no,292,yes,yes,cellular,164,6,-1,0,unknown,no
31,single,secondary,no,85,no,no,cellular,151,1,-1,0,unknown,no
32,married,secondary,no,4,no,no,cellular,145,2,260,4,failure,no
35,divorced,primary,no,-587,yes,no,unknown,111,1,-1,0,unknown,no
36,single,primary,no,367,no,no,cellular,217,1,221,1,failure,no
52,married,tertiary,no,-1224,yes,no,cellular,253,4,-1,0,unknown,no
45,divorced,tertiary,no,959,no,no,unknown,74,1,-1,0,unknown,no
34,married,tertiary,no,0,no,no,cellular,263,2,-1,0,unknown,no
25,married,primary,yes,-589,yes,no,unknown,233,1,-1,0,unknown,no
26,single,tertiary,no,-8,no,no,cellular,402,2,-1,0,unknown,no
57,married,unknown,no,0,no,no,cellular,585,1,-1,0,unknown,no
48,married,primary,no,247,yes,yes,unknown,145,1,-1,0,unknown,no
48,married,unknown,no,5543,no,no,unknown,143,5,-1,0,unknown,no
32,married,primary,no,642,no,yes,cellular,524,1,-1,0,unknown,no
58,married,secondary,no,11,no,no,cellular,270,1,-1,0,unknown,no
57,married,primary,no,-226,yes,no,unknown,272,1,-1,0,unknown,no
31,married,tertiary,no,5191,no,no,cellular,187,2,-1,0,unknown,no
33,single,secondary,no,-320,no,no,cellular,268,2,-1,0,unknown,no
53,married,tertiary,no,2289,yes,yes,cellular,183,1,-1,0,unknown,no
36,married,secondary,no,725,yes,no,cellular,123,3,99,8,failure,no
32,single,tertiary,no,705,yes,no,cellular,20,4,-1,0,unknown,no
45,married,secondary,no,776,yes,no,cellular,232,4,253,1,failure,no
35,married,tertiary,no,816,yes,no,cellular,547,7,-1,0,unknown,no
41,married,secondary,no,171,no,no,cellular,71,9,-1,0,unknown,no
54,married,secondary,no,812,no,no,cellular,113,6,-1,0,unknown,no
49,married,secondary,no,823,no,no,cellular,780,4,-1,0,unknown,yes
28,single,secondary,no,1453,yes,no,cellular,246,1,343,1,other,no
24,single,unknown,no,431,yes,no,unknown,108,12,-1,0,unknown,no
30,single,secondary,no,1009,yes,no,cellular,253,1,-1,0,unknown,no
32,married,primary,no,286,yes,no,cellular,175,1,-1,0,unknown,no
53,married,tertiary,no,22370,yes,no,unknown,106,1,-1,0,unknown,no
42,married,primary,no,2111,yes,no,cellular,86,2,-1,0,unknown,no
48,married,primary,no,5366,yes,no,unknown,248,3,-1,0,unknown,no
33,married,secondary,no,181,yes,yes,telephone,265,2,-1,0,unknown,no
31,divorced,secondary,no,-452,yes,no,unknown,182,5,-1,0,unknown,no
56,divorced,primary,no,1770,no,no,cellular,916,3,-1,0,unknown,no
58,married,primary,no,0,no,no,cellular,506,1,-1,0,unknown,no
37,single,secondary,no,-296,yes,no,cellular,81,1,-1,0,unknown,no
59,married,primary,no,2358,yes,no,cellular,30,1,-1,0,unknown,no
50,single,tertiary,no,1200,no,no,cellular,904,3,-1,0,unknown,yes
39,single,primary,no,109,yes,no,unknown,699,3,-1,0,unknown,no
30,married,secondary,no,616,yes,no,cellular,19,1,-1,0,unknown,no
47,divorced,secondary,no,4906,yes,no,unknown,389,1,-1,0,unknown,no
44,married,secondary,no,313,no,no,cellular,211,4,-1,0,unknown,no
38,married,primary,no,290,yes,no,cellular,283,1,-1,0,unknown,no
50,married,tertiary,no,1240,no,no,cellular,474,2,-1,0,unknown,no
27,single,tertiary,no,3672,yes,no,cellular,157,2,351,5,failure,no
73,married,secondary,no,19,no,no,cellular,509,2,-1,0,unknown,no
46,married,primary,no,143,yes,no,unknown,279,1,-1,0,unknown,no
56,divorced,secondary,no,212,no,yes,telephone,27,1,-1,0,unknown,no
36,married,tertiary,no,9,no,no,cellular,386,4,-1,0,unknown,yes
33,married,primary,no,3074,no,no,cellular,679,1,-1,0,unknown,no
40,married,tertiary,no,1734,yes,no,unknown,169,1,-1,0,unknown,no
52,married,tertiary,no,575,no,no,unknown,315,1,-1,0,unknown,no
51,married,secondary,no,397,yes,no,cellular,293,2,-1,0,unknown,no
33,married,secondary,no,640,yes,no,cellular,439,3,-1,0,unknown,no
54,married,secondary,no,158,yes,no,unknown,198,1,-1,0,unknown,no
44,married,secondary,no,2984,yes,no,unknown,770,2,-1,0,unknown,no
50,married,secondary,no,1011,yes,no,telephone,340,2,-1,0,unknown,no
45,single,secondary,no,0,yes,no,cellular,1472,1,192,4,failure,yes
36,married,tertiary,no,1133,yes,no,cellular,293,1,181,2,other,yes
42,married,secondary,no,4945,yes,no,cellular,311,2,-1,0,unknown,yes
37,married,secondary,no,712,yes,no,cellular,291,2,-1,0,unknown,no
28,single,secondary,no,-427,yes,yes,unknown,965,2,-1,0,unknown,no
56,married,secondary,no,2146,no,yes,unknown,594,1,-1,0,unknown,no
59,married,secondary,no,92,yes,no,cellular,139,2,350,1,failure,no
32,married,secondary,no,10,yes,no,unknown,501,4,-1,0,unknown,no
57,married,primary,no,1238,yes,no,cellular,274,1,-1,0,unknown,no
49,single,secondary,no,981,yes,no,telephone,10,3,-1,0,unknown,no
56,married,unknown,no,575,no,no,unknown,18,2,-1,0,unknown,no
48,divorced,unknown,no,-70,no,no,cellular,243,1,-1,0,unknown,no
27,single,tertiary,no,3733,yes,no,cellular,198,1,98,6,success,yes
31,single,tertiary,no,574,yes,no,cellular,410,2,-1,0,unknown,no
28,single,secondary,no,43,no,no,unknown,190,1,-1,0,unknown,no
36,married,tertiary,no,428,no,no,unknown,121,1,-1,0,unknown,no
58,married,primary,no,0,yes,no,telephone,148,1,-1,0,unknown,no
46,married,secondary,no,0,yes,yes,cellular,239,2,259,2,failure,no
32,single,tertiary,no,474,yes,no,cellular,90,3,-1,0,unknown,no
39,married,secondary,no,-540,no,no,unknown,29,1,-1,0,unknown,no
35,married,tertiary,no,560,yes,no,cellular,58,1,136,1,failure,no
31,married,tertiary,no,325,yes,no,cellular,1139,2,-1,0,unknown,yes
29,single,tertiary,no,437,no,no,cellular,504,1,92,1,success,yes
48,married,primary,no,574,no,no,cellular,348,1,-1,0,unknown,no
60,married,primary,no,0,no,no,telephone,130,3,-1,0,unknown,no
74,married,secondary,no,935,no,no,cellular,100,1,104,1,other,no
30,married,secondary,no,699,yes,no,unknown,544,1,-1,0,unknown,no
52,single,primary,no,0,no,no,unknown,182,11,-1,0,unknown,no
24,married,secondary,no,-220,yes,no,cellular,90,1,-1,0,unknown,no
29,married,secondary,no,11417,yes,no,unknown,272,2,-1,0,unknown,no
33,married,primary,no,212,yes,no,cellular,260,2,-1,0,unknown,no
34,married,secondary,no,67,yes,yes,unknown,672,3,-1,0,unknown,no
45,divorced,secondary,no,0,no,no,cellular,264,1,-1,0,unknown,yes
31,married,secondary,no,0,no,yes,telephone,275,2,-1,0,unknown,no
45,married,secondary,no,1673,no,no,cellular,76,1,-1,0,unknown,no
27,married,secondary,no,-1202,yes,no,unknown,749,2,-1,0,unknown,no
30,single,tertiary,no,4213,no,no,cellular,142,4,-1,0,unknown,no
45,married,primary,no,0,no,no,cellular,454,2,-1,0,unknown,no
57,married,secondary,no,1521,yes,yes,cellular,102,2,178,5,failure,no
34,married,tertiary,no,1310,no,no,telephone,521,3,158,7,other,no
40,married,secondary,no,0,yes,yes,cellular,57,1,-1,0,unknown,no
39,married,tertiary,no,399,no,no,cellular,504,1,-1,0,unknown,no
46,married,tertiary,no,405,no,no,cellular,138,3,-1,0,unknown,no
55,divorced,tertiary,no,9756,yes,no,cellular,103,2,95,1,other,yes
25,single,tertiary,no,2506,no,no,cellular,485,1,-1,0,unknown,yes
34,married,tertiary,no,697,no,no,cellular,166,1,-1,0,unknown,no
37,married,primary,no,403,yes,no,cellular,318,2,338,1,success,no
64,divorced,tertiary,no,890,no,no,cellular,531,3,-1,0,unknown,no
45,divorced,secondary,no,809,yes,no,cellular,155,2,363,4,failure,no
57,married,secondary,no,158,yes,no,telephone,73,1,-1,0,unknown,no
21,single,unknown,no,137,yes,no,unknown,198,3,-1,0,unknown,no
58,married,secondary,no,2705,no,no,telephone,137,1,-1,0,unknown,no
41,single,secondary,no,75,yes,no,unknown,479,9,-1,0,unknown,yes
41,married,unknown,no,2457,yes,no,unknown,285,1,-1,0,unknown,no
58,married,tertiary,no,541,yes,no,cellular,98,1,-1,0,unknown,no
33,married,tertiary,no,287,yes,no,cellular,199,2,274,3,other,no
32,married,tertiary,no,273,yes,yes,cellular,97,3,-1,0,unknown,no
44,divorced,secondary,no,0,yes,no,unknown,389,5,-1,0,unknown,no
47,married,unknown,no,677,no,no,cellular,384,1,99,4,success,no
41,married,primary,no,340,no,no,unknown,37,3,-1,0,unknown,no
54,married,tertiary,no,98,no,no,cellular,420,4,-1,0,unknown,no
47,divorced,tertiary,no,477,yes,no,telephone,973,1,366,1,failure,no
32,single,tertiary,no,2629,no,no,cellular,77,4,-1,0,unknown,no
59,married,tertiary,no,0,no,yes,cellular,376,2,-1,0,unknown,no
29,single,tertiary,no,2325,no,no,cellular,125,1,-1,0,unknown,yes
48,married,secondary,yes,-20,no,no,cellular,142,2,-1,0,unknown,no
32,single,secondary,no,230,yes,no,cellular,442,1,266,8,failure,yes
46,divorced,secondary,no,-852,no,yes,cellular,728,2,-1,0,unknown,no
31,single,primary,no,-280,no,no,unknown,281,3,-1,0,unknown,no
53,married,secondary,no,25,no,no,cellular,528,2,-1,0,unknown,yes
34,single,tertiary,no,9851,yes,no,cellular,128,5,-1,0,unknown,no
48,single,unknown,no,5095,yes,no,unknown,71,1,-1,0,unknown,no
32,married,secondary,no,687,no,no,cellular,161,4,-1,0,unknown,no
31,married,secondary,no,1368,yes,no,cellular,129,4,-1,0,unknown,no
27,single,primary,no,-179,yes,no,cellular,54,2,-1,0,unknown,no
60,married,secondary,no,-396,yes,no,cellular,443,1,350,1,failure,no
34,single,tertiary,no,1011,yes,no,unknown,136,1,-1,0,unknown,no
52,married,secondary,no,9,no,yes,unknown,44,1,-1,0,unknown,no
48,married,secondary,no,1159,yes,yes,cellular,1181,9,-1,0,unknown,no
45,married,primary,no,-322,no,no,unknown,225,2,-1,0,unknown,no
54,divorced,secondary,no,1114,yes,no,cellular,81,1,-1,0,unknown,no
52,married,secondary,no,2072,no,no,cellular,224,1,-1,0,unknown,no
47,married,tertiary,no,459,yes,no,cellular,189,4,-1,0,unknown,no
54,married,secondary,no,1157,no,no,cellular,98,2,-1,0,unknown,no
34,married,secondary,no,8309,yes,yes,cellular,50,1,-1,0,unknown,no
39,single,tertiary,no,1043,no,no,cellular,195,10,-1,0,unknown,no
46,married,secondary,no,2098,no,no,cellular,110,2,-1,0,unknown,no
26,single,secondary,no,461,no,no,cellular,214,1,-1,0,unknown,no
37,single,secondary,no,61,yes,no,unknown,182,8,-1,0,unknown,no
47,married,secondary,no,1203,yes,no,cellular,239,2,-1,0,unknown,no
35,married,secondary,no,1067,no,yes,cellular,179,6,-1,0,unknown,no
57,married,primary,no,0,no,no,unknown,540,1,-1,0,unknown,no
34,married,tertiary,no,1657,yes,no,cellular,566,2,356,4,failure,no
